,birthArea,birthDate,currentNationalTeamId,currentTeamId,firstName,foot,height,lastName,middleName,passportArea,role,shortName,weight,wyId
2782,"{'name': 'Portugal', 'id': 620, 'alpha3code': 'PRT', 'alpha2code': 'PT'}",2000-03-09,9911,3162,Pedro,left,172,Lomba Neto,,"{'name': 'Portugal', 'id': 620, 'alpha3code': 'PRT', 'alpha2code': 'PT'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",Pedro Neto,62,496823
2783,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1999-08-08,null,3221,Flippo,right,186,Pavoni,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",F. Pavoni,83,499834
2784,"{'name': 'Romania', 'id': 642, 'alpha3code': 'ROU', 'alpha2code': 'RO'}",1998-01-04,null,60557,Raul Marian,left,184,Oprut,,"{'name': 'Romania', 'id': 642, 'alpha3code': 'ROU', 'alpha2code': 'RO'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",R. Oprut,78,503199
2785,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1998-12-01,null,3679,Giacomo,right,180,Boccafoglia,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",G. Boccafoglia,75,503517
2786,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",2000-01-13,null,3173,Riccardo,right,192,Daga,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",R. Daga,78,507570
2787,"{'name': 'Hungary', 'id': 348, 'alpha3code': 'HUN', 'alpha2code': 'HU'}",2000-07-01,null,3710,Gergely,left,192,Hutv\u00e1gner,,"{'name': 'Hungary', 'id': 348, 'alpha3code': 'HUN', 'alpha2code': 'HU'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",G. Hutv\u00e1gner,78,507578
2788,"{'name': ""C\\u00f4te d'Ivoire"", 'id': 384, 'alpha3code': 'CIV', 'alpha2code': 'CI'}",1999-01-01,null,3713,Franck Alain,right,185,Djoulou Zohoki,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",F. Djoulou,82,507587
2789,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1998-01-08,null,23351,Marco,right,185,Pissardo,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",M. Pissardo,80,511119
2790,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",2001-10-01,null,3721,Eddy Anthony,right,188,Salcedo Mora,,"{'name': 'Colombia', 'id': 170, 'alpha3code': 'COL', 'alpha2code': 'CO'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",E. Salcedo,72,520774
2791,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1999-06-03,3764,3176,Riccardo,right,180,Sottil,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",R. Sottil,70,523085
2792,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1999-04-23,3764,3222,Luca,left,185,Ranieri,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",L. Ranieri,74,523086
2793,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1999-02-25,3764,3194,Andrea,right,175,Danzi,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",A. Danzi,68,523089
2794,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1999-06-05,null,26410,Pasquale,right,171,Giannotti,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",P. Giannotti,64,527518
2795,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",2001-04-03,3761,31889,Alessio,right,0,Riccardi,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",A. Riccardi,0,529551
2796,"{'name': 'Switzerland', 'id': 756, 'alpha3code': 'CHE', 'alpha2code': 'CH'}",2000-05-29,null,6418,Thomas,right,195,Candeloro,,"{'name': 'Switzerland', 'id': 756, 'alpha3code': 'CHE', 'alpha2code': 'CH'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",T. Candeloro,80,531179
2797,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",2001-08-13,null,31889,Devid Eugene,right,0,Bouah,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",D. Bouah,0,532436
2798,"{'name': 'Ghana', 'id': 288, 'alpha3code': 'GHA', 'alpha2code': 'GH'}",1999-05-10,null,3217,Michael,left,187,Scarf,,"{'name': 'Ghana', 'id': 288, 'alpha3code': 'GHA', 'alpha2code': 'GH'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",M. Scarf,81,532651
2799,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1998-12-19,null,3213,Manuel,right,0,Lombardoni,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",M. Lombardoni,0,535708
2800,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",2000-10-07,null,26442,Salvatore,right,0,Esposito,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",S. Esposito,0,535716
2801,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1999-03-01,null,3275,Pio Francesco,right,0,Russo,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",P. Russo,0,535738
2802,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",2000-01-31,null,63189,Lorenzo,left,0,Bruzzi,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",L. Bruzzi,0,536520
2803,"{'name': 'Denmark', 'id': 208, 'alpha3code': 'DNK', 'alpha2code': 'DK'}",1999-02-26,7714,39813,Alexander,right,0,Kert Molberg,,"{'name': 'Denmark', 'id': 208, 'alpha3code': 'DNK', 'alpha2code': 'DK'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",A. Molberg,0,540613
2804,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",2000-01-27,null,3731,Francesco,right,182,Latella,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",F. Latella,69,544095
2805,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",2001-02-11,null,3700,Nicol\u00f2,right,0,Cabras,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",N. Cabras,0,545472
2806,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1999-12-09,null,26442,Luca,right,0,Seri,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",L. Seri,0,546326
2807,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",2000-07-14,null,3700,Luca,left,0,Gagliano,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",L. Gagliano,0,546356
2808,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",2000-12-20,null,3700,Riccardo,right,0,Ladinetti,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",R. Ladinetti,0,546357
2809,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",2002-05-19,3759,3724,Manuel,,0,Gasparini,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",M. Gasparini,0,549982
2810,"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",1987-04-19,null,1646,Joe,right,194,Hart,,"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",J. Hart,83,8301
2811,"{'name': 'Greece', 'id': 300, 'alpha3code': 'GRC', 'alpha2code': 'GR'}",1985-07-11,12678,3187,Orestis,right,190,Karnezis,,"{'name': 'Greece', 'id': 300, 'alpha3code': 'GRC', 'alpha2code': 'GR'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",O. Karnezis,84,92864
2812,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1991-11-26,null,1619,Manolo,left,186,Gabbiadini,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",M. Gabbiadini,81,20857
2813,"{'name': 'Spain', 'id': 724, 'alpha3code': 'ESP', 'alpha2code': 'ES'}",1994-03-13,null,1644,Gerard,right,177,Deulofeu L\u00e1zaro,,"{'name': 'Spain', 'id': 724, 'alpha3code': 'ESP', 'alpha2code': 'ES'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",Deulofeu,73,3348
2814,"{'name': 'Gabon', 'id': 266, 'alpha3code': 'GAB', 'alpha2code': 'GA'}",1993-09-01,19062,1619,Mario,right,184,Lemina,,"{'name': 'France', 'id': 250, 'alpha3code': 'FRA', 'alpha2code': 'FR'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",M. Lemina,76,29640
2815,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1998-07-19,null,63044,Luca,right,178,Zanimacchia,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",L. Zanimacchia,68,447505
2816,"{'name': 'Spain', 'id': 724, 'alpha3code': 'ESP', 'alpha2code': 'ES'}",1985-02-26,null,1624,Fernando,right,195,Llorente Torres,,"{'name': 'Spain', 'id': 724, 'alpha3code': 'ESP', 'alpha2code': 'ES'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",Fernando Llorente,90,3424
2817,"{'name': 'Poland', 'id': 616, 'alpha3code': 'POL', 'alpha2code': 'PL'}",1985-06-04,null,12804,Lukas,left,180,Podolski,,"{'name': 'Germany', 'id': 276, 'alpha3code': 'DEU', 'alpha2code': 'DE'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",L. Podolski,80,15291
2818,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1988-05-23,null,1633,Angelo,left,191,Obinze Ogbonna,,"{'name': 'Nigeria', 'id': 566, 'alpha3code': 'NGA', 'alpha2code': 'NG'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",A. Ogbonna,86,21100
2819,"{'name': 'Germany', 'id': 276, 'alpha3code': 'DEU', 'alpha2code': 'DE'}",1984-06-27,null,1644,Jos\u00e9,left,185,Holebas,,"{'name': 'Greece', 'id': 300, 'alpha3code': 'GRC', 'alpha2code': 'GR'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",J. Holebas,81,92899
2820,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1989-12-02,null,1611,Matteo,right,182,Darmian,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",M. Darmian,70,21095
2821,"{'name': 'Belgium', 'id': 56, 'alpha3code': 'BEL', 'alpha2code': 'BE'}",1979-05-31,null,5083,Jean-Fran\u00e7ois,right,181,Gillet,,"{'name': 'Belgium', 'id': 56, 'alpha3code': 'BEL', 'alpha2code': 'BE'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",J. Gillet,78,20667
2822,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}",1989-08-09,null,1644,Stefano,right,186,Okaka Chuka,,"{'name': 'Nigeria', 'id': 566, 'alpha3code': 'NGA', 'alpha2code': 'NG'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",S. Okaka,90,20505
2823,"{'name': 'Uruguay', 'id': 858, 'alpha3code': 'URY', 'alpha2code': 'UY'}",1985-07-17,null,1644,Miguel \u00c1ngel,right,188,Britos Cabrera,,"{'name': 'Uruguay', 'id': 858, 'alpha3code': 'URY', 'alpha2code': 'UY'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",M. Britos,85,21160
2824,"{'name': 'Argentina', 'id': 32, 'alpha3code': 'ARG', 'alpha2code': 'AR'}",1989-05-23,null,1651,Matias Ezequiel,right,187,Schelotto,,"{'name': 'Italy', 'id': 380, 'alpha3code': 'ITA', 'alpha2code': 'IT'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",E. Schelotto,79,20855
2825,"{'name': 'Spain', 'id': 724, 'alpha3code': 'ESP', 'alpha2code': 'ES'}",1992-03-27,null,1633,Pedro ,right,185,Mba Obiang Avomo,,"{'name': 'Equatorial Guinea', 'id': 226, 'alpha3code': 'GNQ', 'alpha2code': 'GQ'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Pedro Obiang,75,20620
2826,"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",1999-08-28,null,1659,Kyle,,0,Taylor,,"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",K. Taylor,0,515791
2827,"{'name': 'Netherlands', 'id': 528, 'alpha3code': 'NLD', 'alpha2code': 'NL'}",1982-09-22,null,1623,Maarten,right,197,Stekelenburg,,"{'name': 'Netherlands', 'id': 528, 'alpha3code': 'NLD', 'alpha2code': 'NL'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",M. Stekelenburg,92,20428
2828,"{'name': 'Sweden', 'id': 752, 'alpha3code': 'SWE', 'alpha2code': 'SE'}",1981-10-03,null,7847,Zlatan,right,195,Ibrahimovi\u0107,,"{'name': 'Bosnia-Herzegovina', 'id': 70, 'alpha3code': 'BIH', 'alpha2code': 'BA'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",Z. Ibrahimovi\u0107,95,20420
2829,"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",1987-04-16,null,1646,Aaron ,right,165,Lennon,,"{'name': 'Ireland Republic', 'id': 372, 'alpha3code': 'IRL', 'alpha2code': 'IE'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",A. Lennon,63,8284
2830,"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",1981-01-30,null,1639,Peter,right,201,Crouch,,"{'name': 'Ireland Republic', 'id': 372, 'alpha3code': 'IRL', 'alpha2code': 'IE'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",P. Crouch,84,8747
2831,"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",1985-10-24,null,7852,Wayne,right,176,Rooney,,"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",W. Rooney,83,7944
2832,"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",1989-03-16,null,1623,Theo ,right,176,Walcott,,"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",T. Walcott,68,7879
2833,"{'name': 'Czech Republic', 'id': 203, 'alpha3code': 'CZE', 'alpha2code': 'CZ'}",1982-05-20,null,1609,Petr,left,196,\u010cech,,"{'name': 'Czech Republic', 'id': 203, 'alpha3code': 'CZE', 'alpha2code': 'CZ'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",P. \u010cech,90,7882
2834,"{'name': 'Ecuador', 'id': 218, 'alpha3code': 'ECU', 'alpha2code': 'EC'}",1985-08-04,15797,1611,Luis Antonio,right,181,Valencia Mosquera,,"{'name': 'Ecuador', 'id': 218, 'alpha3code': 'ECU', 'alpha2code': 'EC'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",A. Valencia,78,7938
2835,"{'name': 'Spain', 'id': 724, 'alpha3code': 'ESP', 'alpha2code': 'ES'}",1987-05-04,null,1610,Francesc,right,175,F\u00e0bregas i Soler,,"{'name': 'Spain', 'id': 724, 'alpha3code': 'ESP', 'alpha2code': 'ES'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",F\u00e0bregas,74,3350
2836,"{'name': 'Poland', 'id': 616, 'alpha3code': 'POL', 'alpha2code': 'PL'}",1980-02-20,null,1659,Artur,right,193,Boruc,,"{'name': 'Poland', 'id': 616, 'alpha3code': 'POL', 'alpha2code': 'PL'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",A. Boruc,87,20921
2837,"{'name': 'Scotland', 'id': 0, 'alpha3code': 'XSC', 'alpha2code': ''}",1985-12-10,null,1639,Charlie,left,185,Adam,,"{'name': 'Scotland', 'id': 0, 'alpha3code': 'XSC', 'alpha2code': ''}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",C. Adam,82,7961
2838,"{'name': 'France', 'id': 250, 'alpha3code': 'FRA', 'alpha2code': 'FR'}",1986-01-04,null,1644,Younes,right,191,Kaboul,,"{'name': 'Morocco', 'id': 504, 'alpha3code': 'MAR', 'alpha2code': 'MA'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",Y. Kaboul,87,8272
2839,"{'name': 'Germany', 'id': 276, 'alpha3code': 'DEU', 'alpha2code': 'DE'}",1986-01-09,null,2491,Uwe,right,189,H\u00fcnemeier,,"{'name': 'Germany', 'id': 276, 'alpha3code': 'DEU', 'alpha2code': 'DE'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",U. H\u00fcnemeier,84,15301
2840,"{'name': 'France', 'id': 250, 'alpha3code': 'FRA', 'alpha2code': 'FR'}",1986-01-14,null,16928,Yohan,right,174,Cabaye,,"{'name': 'France', 'id': 250, 'alpha3code': 'FRA', 'alpha2code': 'FR'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",Y. Cabaye,71,7988
2841,"{'name': 'Estonia', 'id': 233, 'alpha3code': 'EST', 'alpha2code': 'EE'}",1985-10-30,null,3173,Ragnar,left,187,Klavan,,"{'name': 'Estonia', 'id': 233, 'alpha3code': 'EST', 'alpha2code': 'EE'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",R. Klavan,78,74
2842,"{'name': 'Netherlands', 'id': 528, 'alpha3code': 'NLD', 'alpha2code': 'NL'}",1986-04-02,null,1639,Ibrahim,right,180,Afellay,,"{'name': 'Morocco', 'id': 504, 'alpha3code': 'MAR', 'alpha2code': 'MA'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",I. Afellay,76,3343
2843,"{'name': 'Brazil', 'id': 76, 'alpha3code': 'BRA', 'alpha2code': 'BR'}",1981-02-15,null,1644,Heurelho,right,191,da Silva Gomes,,"{'name': 'Brazil', 'id': 76, 'alpha3code': 'BRA', 'alpha2code': 'BR'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",Gomes,91,8266
2844,"{'name': 'Netherlands', 'id': 528, 'alpha3code': 'NLD', 'alpha2code': 'NL'}",1983-10-20,null,1624,Michel,right,184,Vorm,,"{'name': 'Suriname', 'id': 740, 'alpha3code': 'SUR', 'alpha2code': 'SR'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",M. Vorm,84,77536
2845,"{'name': 'Netherlands', 'id': 528, 'alpha3code': 'NLD', 'alpha2code': 'NL'}",1988-08-07,null,1639,Erik,left,182,Pieters,,"{'name': 'Netherlands', 'id': 528, 'alpha3code': 'NLD', 'alpha2code': 'NL'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",E. Pieters,86,107
2846,"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",1983-04-03,null,1644,Ben,left,193,Foster,,"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",B. Foster,90,8358
2847,"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",1986-10-03,null,1644,Adrian,right,178,Mariappa,,"{'name': 'Jamaica', 'id': 388, 'alpha3code': 'JAM', 'alpha2code': 'JM'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",A. Mariappa,81,8889
2848,"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",1982-08-17,null,1623,Phil,right,183,Jagielka,,"{'name': 'Poland', 'id': 616, 'alpha3code': 'POL', 'alpha2code': 'PL'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",P. Jagielka,83,8245
2849,"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",1984-12-11,null,1623,Leighton,left,170,Baines,,"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",L. Baines,70,8239
2850,"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",1980-01-18,null,1610,Robert,right,191,Green,,"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",R. Green,93,8544
2851,"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",1981-02-23,null,1627,Gareth,left,185,Barry,,"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",G. Barry,79,8314
2852,"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",1986-05-25,null,1627,James ,right,180,Morrison,,"{'name': 'Scotland', 'id': 0, 'alpha3code': 'XSC', 'alpha2code': ''}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",J. Morrison,75,8374
2853,"{'name': 'Ireland Republic', 'id': 372, 'alpha3code': 'IRL', 'alpha2code': 'IE'}",1986-08-22,null,1615,Stephen ,right,173,Ireland,,"{'name': 'Ireland Republic', 'id': 372, 'alpha3code': 'IRL', 'alpha2code': 'IE'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",S. Ireland,66,8017
2854,"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",1986-01-04,null,1612,James,right,176,Milner,,"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",J. Milner,70,8319
2855,"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",1986-04-15,null,1646,Tom,right,188,Heaton,,"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",T. Heaton,86,77502
2856,"{'name': 'Scotland', 'id': 0, 'alpha3code': 'XSC', 'alpha2code': ''}",1984-02-01,null,1639,Darren ,right,184,Fletcher,,"{'name': 'Scotland', 'id': 0, 'alpha3code': 'XSC', 'alpha2code': ''}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",D. Fletcher,74,7932
2857,"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",1985-01-07,null,10531,Wayne,right,170,Routledge,,"{'name': 'Jamaica', 'id': 388, 'alpha3code': 'JAM', 'alpha2code': 'JM'}","{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}",W. Routledge,77,77557
2858,"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",1982-10-07,null,1659,Jermain ,right,171,Defoe,,"{'name': 'St. Lucia', 'id': 662, 'alpha3code': 'LCA', 'alpha2code': 'LC'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",J. Defoe,65,8296
2859,"{'name': 'Argentina', 'id': 32, 'alpha3code': 'ARG', 'alpha2code': 'AR'}",1985-01-16,null,1633,Pablo Javier,right,174,Zabaleta Girod,,"{'name': 'Spain', 'id': 724, 'alpha3code': 'ESP', 'alpha2code': 'ES'}","{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}",P. Zabaleta,74,8313
2860,"{'name': 'Chile', 'id': 152, 'alpha3code': 'CHL', 'alpha2code': 'CL'}",1983-04-13,null,1625,Claudio Andr\u00e9s,right,184,Bravo Mu\u00f1oz,,"{'name': 'Spain', 'id': 724, 'alpha3code': 'ESP', 'alpha2code': 'ES'}","{'code2': 'GK', 'code3': 'GKP', 'name': 'Goalkeeper'}",C. Bravo,80,3662
2861,"{'name': 'Chile', 'id': 152, 'alpha3code': 'CHL', 'alpha2code': 'CL'}",1988-12-19,12381,1611,Alexis Alejandro,right,169,S\u00e1nchez S\u00e1nchez,,"{'name': 'Chile', 'id': 152, 'alpha3code': 'CHL', 'alpha2code': 'CL'}","{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}",A. S\u00e1nchez,62,3361
